record_id,category,record_type,action_title,section,source_page_title,source_page_url,linked_resource_title,linked_resource_url,linked_resource_agency,deep_parsed,source_last_updated,retrieved_at,requires_human_review,source_content_hash,record_content_hash
dc288a196728293fbbbc,healthcare,detail_action,English services,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,b585c11a9decf3d946820d9f80a313405cb77d2c3ce068a5296043639f4be093
6f5c48bb8e439172cbf3,healthcare,detail_action,For people cared for by a group of doctors,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,0c441dd74e80d62bfa43d9e4780792286ef2d17139d1b3f90c77b86741724574
955ca517e4e243718abe,healthcare,detail_action,Getting an appointment with a family doctor or a specialized nurse practitioner in primary care during the waiting period,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,26df517a5acf14b83f87081fac879a6c03bbcbfcba748715239aba11a16a0451
f17cc0625a5d4656fab0,healthcare,detail_action,Guide to Services Offered,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,9cc05c88ce39ec92a8487da3448685f4c6e5c8682729e9fc0de2e67cc967c077
50d1124c2e5a3e11bc31,healthcare,detail_action,Housing assistance,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,796113f03d2a74bf81e561d995ca96a32ef65244f0eecd2c76f705b5ab4da6ef
3624e3744ac3290f11ba,healthcare,detail_action,How a call is handled,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,11d72dbd8a04d844ef2821bd107db674fede49a38f4f5d640643bb086548742e
73550d750633b2a3590a,healthcare,detail_action,How a call is handled,Info-Social 811,Info-Social 811,https://www.quebec.ca/en/health/finding-a-resource/info-social-811,,,Gouvernement du Québec,true,"January 9, 2020",2026-06-12T17:58:33+00:00,true,4f412b7b016c035c0a3c48a90acee7a6cd55fe90421cd75cb902043d19bdf83b,1d54a16b783f616491872fae3dd7f311ae102a1fc28112a589ef9ea5adc430c7
7db2077783f1c9ec47b3,healthcare,detail_action,Information services,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,482bb9fa03ed62c06c2a4a648526284359e8e2cbc72c86a1d548f6ba76cf67ba
12bd9210bfa82fd7e8a5,healthcare,detail_action,Last-resort financial assistance,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,c5573370241ae6d684c6e9efa4626ab94058816bc4bd18705ebd80890347bfa4
7e3ae9a684459c78997a,healthcare,detail_action,Obtain a clinical assessment or a health or psychosocial service through the Primary Care Access Point,Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,,,Gouvernement du Québec,true,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,2a1c26eae621469c9ca0eee64a05d03a865db55a4fc4b6185a33b84f73b8dcc2
b5b5e598bd5b936689a4,healthcare,detail_action,Online application for assistance,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,e0706492beb3a88e691383f450034dd4efb922f0f0f21341fe1d658db3f44228
cf2ccf916f40c51bddf1,healthcare,detail_action,"Organizations located in Laval, in the Laurentides and Lanaudière",Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,c02dfbc6df2c1e4627f9289580594824b09770d0e6b22acf951bf9da042f6063
461893f118b5c38dee87,healthcare,detail_action,Organizations located in other regions,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,13ba8d6d1a1c31922c33f74bbdb799f3092d9cac4959cf4046373469b34507b1
9ebcacb1afb8fe5fa095,healthcare,detail_action,Organizations located in Québec City,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,1dd3025f39f8d2585ef73f05ff708641724ef856a43340b5dac53f4585a379ae
221677fa96dde7159703,healthcare,detail_action,Organizations located in the Greater Montreal area,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,c68a024ad60936f3bee0cf74527565b76a3b2117db76b524fedff89adf85deaf
101943148b6cebe124d6,healthcare,detail_action,Organizations located in the Mauricie and Centre-du-Québec regions,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,738a89985937575418abfb41329f2f22fc6b197bec6c29067190a01bdff87dff
954f485041b15e0d010f,healthcare,detail_action,Organizations located in the Montérégie and Estrie regions,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,3150006b1c6c1bfdfbb0d1a44b86e88448b51ed8ca56f1adb09bab1f2ed0de9b
110a66749b4d2f219565,healthcare,detail_action,Organizations located in the Outaouais region,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,c3a9e2f997305ffe1ed7e035be145a18f7da2ef4a3a69c122ad21cf123ce6739
0612062c8e7fb2741db4,healthcare,detail_action,Organizations located in the Québec and Chaudière-Appalaches regions,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,ac97b53fe79156e45986d790622a95177747b738f6bbe8748fa52d8e1b361ed6
227a92de7d44e8e91fc5,healthcare,detail_action,Organizations located in the Saguenay-Lac-Saint-Jean and Côte-Nord regions,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,fd8c6ca47cd0d642fa779fffca3141989f25cae89f813246432527b963cd6e59
7d69b5700afebbc7295b,healthcare,detail_action,Organizations located on the Montreal island,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,4f6d6d2a26289eaec0dfa54b3ee252a070e5d6c5ae9f33327063586c23c982ac
1911dbd1d9992cac3e0d,healthcare,detail_action,People with special needs,Info-Social 811,Info-Social 811,https://www.quebec.ca/en/health/finding-a-resource/info-social-811,,,Gouvernement du Québec,true,"January 9, 2020",2026-06-12T17:58:33+00:00,true,4f412b7b016c035c0a3c48a90acee7a6cd55fe90421cd75cb902043d19bdf83b,6e0451d10df3c4781773014474c49413ece5aa7c773060d397b2113950c1a692
bcebfbc27efeeb11248b,healthcare,detail_action,People with special needs,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,51b8ae11039d43624dcb13dc5f6bd0f2d017172fbb37ee09b76bbc9ab486b49a
c58f3a0b68bfe28d5d40,healthcare,detail_action,Priority and waiting time,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,9d15c832260ae74db73941982f30db1fc76555459db0a7a9abb20e69d2a4ebb9
14232a783db01153eb12,healthcare,detail_action,Referral to an appropriate resource,Info-Social 811,Info-Social 811,https://www.quebec.ca/en/health/finding-a-resource/info-social-811,,,Gouvernement du Québec,true,"January 9, 2020",2026-06-12T17:58:33+00:00,true,4f412b7b016c035c0a3c48a90acee7a6cd55fe90421cd75cb902043d19bdf83b,d588aa5f119d20cb3163b20cac3e2f149f2dbefd9fbb19ae02d26256ef11570d
5f25288d392978c95e32,healthcare,detail_action,Referral to an appropriate resource,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,ddcb9e89208d3e01009df9606b680ab4a40974e23d18b651a12be49d7ba02486
5ffbceb5589c9162ae07,healthcare,detail_action,Registering on the waiting list to find a family doctor,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,8cafca6109c1529ca331bb262911329698fe1353415223509bdc1ecd9139ca4b
b6e80f0bf99e51cc9bee,healthcare,detail_action,Reporting a change in your health condition,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,e0062ce59e33ff182c1b0067a85b425d76bfa50a017cb9e433d32ef7150fd15b
011d7e2e9c88c58a5cbd,healthcare,detail_action,Response to your needs,Info-Social 811,Info-Social 811,https://www.quebec.ca/en/health/finding-a-resource/info-social-811,,,Gouvernement du Québec,true,"January 9, 2020",2026-06-12T17:58:33+00:00,true,4f412b7b016c035c0a3c48a90acee7a6cd55fe90421cd75cb902043d19bdf83b,3abcfed7959f4dc7f0d7936470fc843b815696530670bbbc28c13877a3ccfe39
8074205789951092a68b,healthcare,detail_action,Response to your needs,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,910df2baea036a94bdbd204f3f465f83be694083f461e2d49aba1a4bc27d7db8
14ad6ee59bea744158ee,healthcare,detail_action,Service accessibility,Info-Santé 811,Info-Santé 811,https://www.quebec.ca/en/health/finding-a-resource/info-sante-811,,,Gouvernement du Québec,true,"December 8, 2022",2026-06-12T17:58:33+00:00,true,e185a732c0fb9ee4920f2fdd21efc0aca41484a8f35b2e9040aa045f21a3c822,19c5bc7e1a321f9fd47655c78ad6ab314765d5ce3e384f64af738380f6857a57
b187f741983409babd36,healthcare,detail_action,Services available during the review of your application,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,40073230d465ca57a17f825fc10f437ede6c1679fa68c7c9763256fcac6ca78f
20908cca091597eceeca,healthcare,detail_action,Services in English,Info-Social 811,Info-Social 811,https://www.quebec.ca/en/health/finding-a-resource/info-social-811,,,Gouvernement du Québec,true,"January 9, 2020",2026-06-12T17:58:33+00:00,true,4f412b7b016c035c0a3c48a90acee7a6cd55fe90421cd75cb902043d19bdf83b,0e16688c56e2bef472154b2d9a8ece639d3a34e3a248cd4062f87052ac4b151a
034628c86f40e003ccf9,healthcare,detail_action,Social services under the Regional Program for the Settlement and Integration of Asylum Seekers (PRAIDA).,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,e39773b731620a5db7caaff2f13c423cd5b7110126ac0a013d3fbf2b1922c587
47961789087a622c6bb3,healthcare,detail_action,"Telephone hotline 811, option 3",Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,,,Gouvernement du Québec,true,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,bcb94594bb753bfffdcedc71c9fbc35f80d4b20ae1fa4e52c3024f33f8f24a99
d1e7c6bb2193bf525ad9,healthcare,detail_action,Through the digital Primary Care Access Point,Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,,,Gouvernement du Québec,true,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,bedfdfc760c5a68c32d25dc4a4618faec08678d002767b96cef464ce28415255
4775ef2b56f66c692a31,healthcare,detail_action,Tools to help you with your procedures,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,cd9a6de527eec8dfba85906a7625414a6a067e8cf8e335df8ba886c5b8783b08
e62c6368ccc4c436cee4,healthcare,detail_action,Translations of the Checklist for finding permanent housing,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,d1d5cea17cd5d5ea3f00263940311f61eb3dab0e0a76d227d2b551819cc6c872
d180cd8fb66bde1f5541,healthcare,detail_action,Translations of the Guide for asylum seekers in Québec,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,,,Gouvernement du Québec,true,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,1764e42379d3df4c9b803ea8e6a5cf2057a08c373410b7b8a118d89bb4e298ee
44e8b610fbd1a1d8ad65,healthcare,detail_action,Updating a registration with the Québec Family Doctor Finder,Québec Family Doctor Finder,Québec Family Doctor Finder,https://www.quebec.ca/en/health/finding-a-resource/quebec-family-doctor-finder,,,Gouvernement du Québec,true,"April 15, 2024",2026-06-12T17:58:33+00:00,true,72319a37e26441fd67b61e6f5260d6c4f948322ce56854910a8dfe3ac50b801f,a2d225b21e9bf0b81b3630efb3f5b13d904d42002a73ea2a2545386956c5ec65
701ed1bf14e3d1e6e04d,healthcare,hub_action,Where to call in an emergency,Health and emergency services,Settle and integrate in Québec,https://www.quebec.ca/en/immigration/settle-and-integrate-in-quebec,,,Gouvernement du Québec,true,"June 10, 2026",2026-06-12T17:58:32+00:00,true,1026af83fa85936a9a0a7b99f5b5234befcd76a9be170c4a15f29cbc69be5b04,f6197ba26600f70c5cdd0433e06dc1a6a562e167d16d94e2f401ea383d74601c
4ec96abce2ac29ddf074,healthcare,linked_resource,Abitibi-Témiscamingue,Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,Abitibi-Témiscamingue,https://www.cisss-at.gouv.qc.ca/en/primary-care-access-point-gap,cisss-at.gouv.qc.ca,false,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,c18ae4f16c9484f2baeb88e9dca00a0b179c6de6e141deca3a9d4c431df2f055
63d237c1de53645ffcb4,healthcare,linked_resource,ABL accès accueil action,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,ABL accès accueil action,https://www.abl-immigration.org,abl-immigration.org,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,1000b1c76e25314a1ec291460bbe5287abfbc4361baaefe2260cce730d957dfe
3c21221c0431f93f7080,healthcare,linked_resource,About Canada’s refugee system,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,About Canada’s refugee system,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/about-refugee-system.html,Government of Canada,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,2beb884db366acd805f719b02076736c4b5bcb6260cd7e577f3aefbba3d01230
bab78917665336ad6c56,healthcare,linked_resource,Access the digital Primary Care Access Point,Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,Access the digital Primary Care Access Point,https://gap.soinsvirtuels.gouv.qc.ca/en,gap.soinsvirtuels.gouv.qc.ca,false,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,f494ace05a781c6ac27da760930fc5b914ad1849b88880bab6c255c15cda9d06
0e4f991543a3121d1239,healthcare,linked_resource,Accompagnement des femmes immigrantes de l'Outaouais,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Accompagnement des femmes immigrantes de l'Outaouais,https://afio.ca,afio.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,df0678242164fcc1af4acd66da08ad27a4be984745c1bd5ddc2338a49aadf46f
91b576047fca281d1da5,healthcare,linked_resource,Accueil aux immigrants de l’Est de Montréal,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Accueil aux immigrants de l’Est de Montréal,http://www.aiemont.com,aiemont.com,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,f1c961e84fe6937556012d34b205417cb4af57f0e7c3ed4b35b3bc56ea8eb122
4602cf7343b285e11cb6,healthcare,linked_resource,Accueil pour immigrants et réfugiés du Sud-ouest de Montréal — Centre Prisme,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Accueil pour immigrants et réfugiés du Sud-ouest de Montréal — Centre Prisme,https://www.airsomprisme.org,airsomprisme.org,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,fee0a565e3c1fc2b4dccb87007efc6f3fdf586c9737dcb848854b0abadcf3b31
f3bc2a441e9dab0e63a5,healthcare,linked_resource,Accueil-parrainage Outaouais,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Accueil-parrainage Outaouais,https://apo-qc.org,apo-qc.org,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,de6865ae94661560add9a2aac6a487e732336a8366a434c39413324ab0267ad3
d5208e4fe26eed74640a,healthcare,linked_resource,Aide-mémoire sur la recherche d'un logement permanent (PDF 71 Kb),Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Aide-mémoire sur la recherche d'un logement permanent (PDF 71 Kb),https://cdn-contenu.quebec.ca/cdn-contenu/immigration/publications/fr/DOC_Aide_memoire_logement.pdf,cdn-contenu.quebec.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,6241127c57de620df8393f7c5aca05dfb35625264499d6686dec40987181f3d6
f33b6253bdda74aba23d,healthcare,linked_resource,Alliance pour l'accueil et l'intégration des immigrants-es,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Alliance pour l'accueil et l'intégration des immigrants-es,https://www.alac.qc.ca,alac.qc.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,74ef159217cd0d6474ef470e2744ac44ef6b63b1b4015f61845a1c945521e976
b3b5dd885323be958313,healthcare,linked_resource,AMINATE - Accueil multiethnique et Intégration de nouveaux arrivants à Terrebonne et les environs,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,AMINATE - Accueil multiethnique et Intégration de nouveaux arrivants à Terrebonne et les environs,https://aminate.qc.ca,aminate.qc.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,59a2a7bbe730f204351a7730c29334725632afd7ae2850c19d2fb3cf242db345
ec9783cb3440371b7219,healthcare,linked_resource,Apartado de notas para la búsqueda de una vivienda permanente (PDF 72 Kb),Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Apartado de notas para la búsqueda de una vivienda permanente (PDF 72 Kb),https://cdn-contenu.quebec.ca/cdn-contenu/immigration/publications/es/DOC_Aide_memoire_logement_ES.pdf,cdn-contenu.quebec.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,e3e68284146c5d408548608e70121a6266aee6fd22ac910d9fc1aa56c7752512
f0ab4cc55b9b5b32ea62,healthcare,linked_resource,Apply online,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Apply online,https://formulaires.mtess.gouv.qc.ca/en/Form/1/3002/0,formulaires.mtess.gouv.qc.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,019662f457211e4448f376c2512fb19f764a7d10a13b29943c404d981eebd885
5f28838472edee2fda54,healthcare,linked_resource,asylum application with the Government of Canada,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,asylum application with the Government of Canada,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/applying-refugee-protection-canada.html,Government of Canada,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,13753bec287636a8ebc51ab36f6fee93c31e25a08784aedee296b1b158102713
e5d51cbee77c485ae71b,healthcare,linked_resource,Bas-Saint-Laurent,Primary Care Access Point,Primary Care Access Point,https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,Bas-Saint-Laurent,https://www.cisss-bsl.gouv.qc.ca/soins-services/soins-services-pour-tous/autres-services/acces-a-un-medecin-de-famille/guichet-d-acces-a-la-premiere-ligne-gap,cisss-bsl.gouv.qc.ca,false,"April 21, 2026",2026-06-12T17:58:33+00:00,true,08bae471134474177fc22cf672934ddf70f44be4c26f4a275587f7d79a70193e,feb31a2812c58169bcaadc8f37b1fd519b84d2e6f6004358adbd5446cdcf9d8e
a6cf59a465222aa01304,healthcare,linked_resource,C.O.F.F.R.E.T. Centre de formation et d'orientation pour favoriser les relations ethniques traditionnelles,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,C.O.F.F.R.E.T. Centre de formation et d'orientation pour favoriser les relations ethniques traditionnelles,https://www.lecoffret.org/a-propos,lecoffret.org,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,6065228ca985df10ba6a08bd1689319c6ce83bf63b8d32dfbad2af9416e0b904
a3163ecd25614fb665d1,healthcare,linked_resource,CARI St-Laurent,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,CARI St-Laurent,https://cari.qc.ca,cari.qc.ca,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,643a7227eed68a30c6be5b767ca59aff0e8b4d13c0a54c8e500b0ef05b193c16
fe834ec4f817a598892c,healthcare,linked_resource,Carnets de route website,Asylum seekers,Asylum seekers,https://www.quebec.ca/en/immigration/refugees-asylum-seekers/asylum-seekers,Carnets de route website,https://carnetsderoute.info/en/home,carnetsderoute.info,false,"June 11, 2026",2026-06-12T17:58:36+00:00,true,16eaf1e23609b3b65387283d21ab1ea307a5f5ae936c006372c42112628a7d95,2bf027e377fecd2c53d67b18aea56512b0cd546880148446a16d36a587314f6f
